Correlation id,Operation name,Status,Event category,Level,Time,Subscription,Event initiated by,Resource type,Resource group,Resource
38f16fc6-6a8a-45ce-acf1-b2d0ab1bd721,Delete Disk,Started,Administrative,Informational,2020-05-08T07:58:01.930Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Compute/disks,DEMOGRP1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/DEMOGRP1/providers/Microsoft.Compute/disks/SimpleWinVM_disk2_7a24c0fde664489e811c7127c6318c22
38f16fc6-6a8a-45ce-acf1-b2d0ab1bd721,Delete Virtual Network,Failed,Administrative,Error,2020-05-08T07:58:02.160Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/virtualNetworks,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Network/virtualNetworks/MyVNET
38f16fc6-6a8a-45ce-acf1-b2d0ab1bd721,Delete Network Interface,Accepted,Administrative,Informational,2020-05-08T07:58:02.199Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/networkInterfaces,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Network/networkInterfaces/myVMNic
38f16fc6-6a8a-45ce-acf1-b2d0ab1bd721,Delete Network Security Group,Failed,Administrative,Error,2020-05-08T07:58:02.248Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/networkSecurityGroups,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Network/networkSecurityGroups/default-NSG
38f16fc6-6a8a-45ce-acf1-b2d0ab1bd721,Delete Public Ip Address,Failed,Administrative,Error,2020-05-08T07:58:02.258Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/publicIPAddresses,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Network/publicIPAddresses/myPublicIP
38f16fc6-6a8a-45ce-acf1-b2d0ab1bd721,Delete Disk,Accepted,Administrative,Informational,2020-05-08T07:58:02.278Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Compute/disks,DEMOGRP1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/DEMOGRP1/providers/Microsoft.Compute/disks/SimpleWinVM_OsDisk_1_5e872fde64b943b6b94a5b3962dd4fe4
38f16fc6-6a8a-45ce-acf1-b2d0ab1bd721,Delete Disk,Accepted,Administrative,Informational,2020-05-08T07:58:02.281Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Compute/disks,DEMOGRP1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/DEMOGRP1/providers/Microsoft.Compute/disks/SimpleWinVM_disk2_7a24c0fde664489e811c7127c6318c22
38f16fc6-6a8a-45ce-acf1-b2d0ab1bd721,Delete Network Interface,Succeeded,Administrative,Informational,2020-05-08T07:58:05.954Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/networkInterfaces,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/demogrp1/providers/Microsoft.Network/networkInterfaces/myVMNic
38f16fc6-6a8a-45ce-acf1-b2d0ab1bd721,Delete Disk,Succeeded,Administrative,Informational,2020-05-08T07:58:19.717Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Compute/disks,DEMOGRP1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/DEMOGRP1/providers/Microsoft.Compute/disks/SimpleWinVM_OsDisk_1_5e872fde64b943b6b94a5b3962dd4fe4
38f16fc6-6a8a-45ce-acf1-b2d0ab1bd721,Delete Disk,Succeeded,Administrative,Informational,2020-05-08T07:58:19.976Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Compute/disks,DEMOGRP1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/DEMOGRP1/providers/Microsoft.Compute/disks/SimpleWinVM_disk2_7a24c0fde664489e811c7127c6318c22
38f16fc6-6a8a-45ce-acf1-b2d0ab1bd721,Delete Disk,Succeeded,Administrative,Informational,2020-05-08T08:08:04.369Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Compute/disks,DEMOGRP1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/DEMOGRP1/providers/Microsoft.Compute/disks/SimpleWinVM_OsDisk_1_5e872fde64b943b6b94a5b3962dd4fe4
38f16fc6-6a8a-45ce-acf1-b2d0ab1bd721,Delete Network Interface,Succeeded,Administrative,Informational,2020-05-08T08:08:04.575Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/networkInterfaces,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/demogrp1/providers/Microsoft.Network/networkInterfaces/myVMNic
38f16fc6-6a8a-45ce-acf1-b2d0ab1bd721,Delete Disk,Succeeded,Administrative,Informational,2020-05-08T08:08:05.296Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Compute/disks,DEMOGRP1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/DEMOGRP1/providers/Microsoft.Compute/disks/SimpleWinVM_disk2_7a24c0fde664489e811c7127c6318c22
38f16fc6-6a8a-45ce-acf1-b2d0ab1bd721,Delete Network Interface,Succeeded,Administrative,Informational,2020-05-08T08:08:08.723Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/networkInterfaces,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/demogrp1/providers/Microsoft.Network/networkInterfaces/myVMNic
38f16fc6-6a8a-45ce-acf1-b2d0ab1bd721,Delete Disk,Succeeded,Administrative,Informational,2020-05-08T08:08:22.233Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Compute/disks,DEMOGRP1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/DEMOGRP1/providers/Microsoft.Compute/disks/SimpleWinVM_OsDisk_1_5e872fde64b943b6b94a5b3962dd4fe4
3dc4d838-31d7-4047-b4e3-bd0ef038325e,Delete Virtual Machine,Succeeded,Administrative,Informational,2020-05-03T17:26:05.542Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Compute/virtualMachines,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/demogrp1/providers/Microsoft.Compute/virtualMachines/SimpleWinVM
3dc4d838-31d7-4047-b4e3-bd0ef038325e,Delete Storage Account,Started,Administrative,Informational,2020-05-03T17:11:41.276Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Storage/storageAccounts,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Storage/storageAccounts/demostore9090
3dc4d838-31d7-4047-b4e3-bd0ef038325e,Delete Virtual Machine,Started,Administrative,Informational,2020-05-03T17:11:41.276Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Compute/virtualMachines,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Compute/virtualMachines/SimpleWinVM
3dc4d838-31d7-4047-b4e3-bd0ef038325e,Delete website,Started,Administrative,Informational,2020-05-03T17:11:41.278Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Web/sites,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Web/sites/demofunction9090
3dc4d838-31d7-4047-b4e3-bd0ef038325e,Delete hosting plan,Started,Administrative,Informational,2020-05-03T17:11:41.279Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Web/serverFarms,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Web/serverFarms/ASP-demogrp1-aa9e
3dc4d838-31d7-4047-b4e3-bd0ef038325e,Delete Public Ip Address,Started,Administrative,Informational,2020-05-03T17:11:41.280Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/publicIPAddresses,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Network/publicIPAddresses/myPublicIP
3dc4d838-31d7-4047-b4e3-bd0ef038325e,Delete SQL database,Started,Administrative,Informational,2020-05-03T17:11:41.280Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Sql/servers/databases,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Sql/servers/demoserver4000/databases/appdb
3dc4d838-31d7-4047-b4e3-bd0ef038325e,Delete hosting plan,Started,Administrative,Informational,2020-05-03T17:11:41.656Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Web/serverFarms,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Web/serverFarms/ASP-demogrp1-839b
3dc4d838-31d7-4047-b4e3-bd0ef038325e,Delete Network Security Group,Started,Administrative,Informational,2020-05-03T17:11:41.661Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/networkSecurityGroups,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Network/networkSecurityGroups/default-NSG
3dc4d838-31d7-4047-b4e3-bd0ef038325e,Delete SQL server,Started,Administrative,Informational,2020-05-03T17:11:41.667Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Sql/servers,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Sql/servers/demoserver4000
3dc4d838-31d7-4047-b4e3-bd0ef038325e,Delete website,Started,Administrative,Informational,2020-05-03T17:11:41.781Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Web/sites,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Web/sites/demowebapp2000
3dc4d838-31d7-4047-b4e3-bd0ef038325e,Delete SQL database,Accepted,Administrative,Informational,2020-05-03T17:11:42.543Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Sql/servers/databases,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Sql/servers/demoserver4000/databases/appdb
3dc4d838-31d7-4047-b4e3-bd0ef038325e,Delete SQL server,Accepted,Administrative,Informational,2020-05-03T17:11:42.754Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Sql/servers,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Sql/servers/demoserver4000
3dc4d838-31d7-4047-b4e3-bd0ef038325e,Delete Network Interface,Started,Administrative,Informational,2020-05-03T17:11:42.811Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/networkInterfaces,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Network/networkInterfaces/myVMNic
3dc4d838-31d7-4047-b4e3-bd0ef038325e,Delete Network Security Group,Failed,Administrative,Error,2020-05-03T17:11:42.868Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/networkSecurityGroups,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Network/networkSecurityGroups/default-NSG
3dc4d838-31d7-4047-b4e3-bd0ef038325e,Delete Virtual Machine,Accepted,Administrative,Informational,2020-05-03T17:11:42.913Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Compute/virtualMachines,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Compute/virtualMachines/SimpleWinVM
3dc4d838-31d7-4047-b4e3-bd0ef038325e,Delete Virtual Network,Started,Administrative,Informational,2020-05-03T17:11:43.021Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/virtualNetworks,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Network/virtualNetworks/MyVNET
3dc4d838-31d7-4047-b4e3-bd0ef038325e,Delete Public Ip Address,Failed,Administrative,Error,2020-05-03T17:11:43.099Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/publicIPAddresses,demogrp1,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/demogrp1/providers/Microsoft.Network/publicIPAddresses/myPublicIP
